Txn Hash,Blockno,UnixTimestamp,DateTime (UTC),Action,Amount (Out),Token (Out),Amount (In),Token (In),Swapped Rate,Swapped Pair,DEX
0xe20691b7cfc44cded3994de8cbb80f69877e907a156e88b2cb49f8fbfa983a34,16315362,1672617611,2023-01-02 00:00:11,Buy,0.1, ETH, 17940153.2476469, $UNIKO,0.00000001,ETH per $UNIKO,Uniswap V2
0xce7b4f5a861eb8aadf8e9c5675f176bc93cef3fc491b97ff573922c9b5c8ee1b,16315362,1672617611,2023-01-02 00:00:11,Sell,99570358.361789, SANI, 0.40410910217375, ETH,0.00000000,ETH per SANI,Uniswap V2
0x0f01587a7aa0d2a5b1efeebe2e6f04538e9843371f89dc99b82894f41b1e1d5b,16315362,1672617611,2023-01-02 00:00:11,Sell,1337.13647062595, MC, 0.12985635631847, ETH,0.00009712,ETH per MC,Uniswap V2
0x22afd085a790b67eb25109a51a3a3cf80f7a9b455eef6830ce8a996632edb27b,16315362,1672617611,2023-01-02 00:00:11,Sell,0.175886291080939, STG, 0.068778, USDC,0.39103673,USDC per STG,Uniswap V3
0x2b0ac23bf4d7a27da3aa46968a69ee9673aff1d0fae61bd03b5c99dfbbb59ea2,16315362,1672617611,2023-01-02 00:00:11,Sell,3855, BCUBE, 0.189367193775478, ETH,0.00004912,ETH per BCUBE,Uniswap V2
0xb2bc57a249f10a7e01b0979cb332ffbc04801a67314465424126fae51099318f,16315363,1672617623,2023-01-02 00:00:23,Sell,6779957.24090192, CHOMP, 0.188666169638395, ETH,0.00000003,ETH per CHOMP,Uniswap V2
0x205664370bc8b27b9340597a17853fe2a8c0d36b8ccb53f302be4eb00d90b1b2,16315363,1672617623,2023-01-02 00:00:23,Buy,0.468269, ETH, 15916790.299127, CHOMP,0.00000003,ETH per CHOMP,Uniswap V2
0xd607cf7cb5168b3b9c29e59d1f3cabe0848cc4389f9f51fd8888761c8c2d6c7c,16315363,1672617623,2023-01-02 00:00:23,Buy,0.1, ETH, 3068081.66560737, CHOMP,0.00000003,ETH per CHOMP,Uniswap V2
0x7c2bf8459a9440d5e921a70c13e6d3505adb0488c06279964ca49e99c9c18841,16315363,1672617623,2023-01-02 00:00:23,Sell,15916790.299127, CHOMP, 0.4813742, ETH,0.00000003,ETH per CHOMP,Uniswap V2
0xd9ea801487353f71ff342a4a0e3b802b42dcea1ec9f76529cf60c2e534d03517,16315363,1672617623,2023-01-02 00:00:23,Sell,6178.39998399707, LDO, 5.53684669363278, ETH,0.00089616,ETH per LDO,Uniswap V3
0x7fff84d4f1cd8b304409ae344187aa7efa5f5360480a0770d8a4bfdfec8120d6,16315363,1672617623,2023-01-02 00:00:23,Buy,0.05, ETH, 2119768734.37705, PĀRU,0.00000000,ETH per PĀRU,Uniswap V2
0xffe8e546b36e9a9e90f5c7d8219aed06ed94d56169c1a91fedab82464d6443b2,16315363,1672617623,2023-01-02 00:00:23,Sell,146586223.901633, KUBU, 0.000800039810108164, ETH,0.00000000,ETH per KUBU,Uniswap V2
0xffe8e546b36e9a9e90f5c7d8219aed06ed94d56169c1a91fedab82464d6443b2,16315363,1672617623,2023-01-02 00:00:23,Sell,9123840000, KUBU, 0.0490479853214832, ETH,0.00000000,ETH per KUBU,Uniswap V2
0x6dca0e793c3c5b53ce08c83ce9b922690336d23e7409dc8b4c4428579dd8a527,16315363,1672617623,2023-01-02 00:00:23,Sell,94999.989517346, One, 0.00233768310372433, ETH,0.00000002,ETH per One,Uniswap V2
0x6dca0e793c3c5b53ce08c83ce9b922690336d23e7409dc8b4c4428579dd8a527,16315363,1672617623,2023-01-02 00:00:23,Sell,665743.449474273, One, 0.016217773261994, ETH,0.00000002,ETH per One,Uniswap V2
0xd4f9fd01a42696c4bd4adaf6d1a7432b9f70ce98cc3c7ef4003699c20ea080a7,16315363,1672617623,2023-01-02 00:00:23,Sell,362414687312, SHIBGF, 0.13688155478937, ETH,0.00000000,ETH per SHIBGF,Uniswap V2
0xd4f9fd01a42696c4bd4adaf6d1a7432b9f70ce98cc3c7ef4003699c20ea080a7,16315363,1672617623,2023-01-02 00:00:23,Buy,0.13688155478937, ETH, 1352183853186.14, DOGEGF,0.00000000,ETH per DOGEGF,Uniswap V2
0xc017242970a52874825940f9ed5fe79e2604ccb2e0896776166366fcc8c54e59,16315363,1672617623,2023-01-02 00:00:23,Sell,276556269441.412, SHIK, 2.19308679798716, ETH,0.00000000,ETH per SHIK,Uniswap V2
0x8ed9cfb9496a4bb2098c7a6859db1d2d6d07f222165c3fda8a9279de701fc8ef,16315363,1672617623,2023-01-02 00:00:23,Buy,0.025, ETH, 258.139261944587, MC,0.00009685,ETH per MC,Uniswap V2
0x0de674f16d377293996a815f9c52e5ab3d0812c02d4f1f66324d3b9138ca1921,16315363,1672617623,2023-01-02 00:00:23,Buy,0.038594465739974, ETH, 1373063.0820354, CHOMP,0.00000003,ETH per CHOMP,Uniswap V2
0xd544fa73a9ff74f41ae417ddb112ab376a9f692af6643f7f32efc6c15cab892a,16315363,1672617623,2023-01-02 00:00:23,Sell,6.738633706086E-05, CRV, 2.9539946691E-08, ETH,0.00043837,ETH per CRV,SushiSwap
0xd544fa73a9ff74f41ae417ddb112ab376a9f692af6643f7f32efc6c15cab892a,16315363,1672617623,2023-01-02 00:00:23,Sell,2.291135460069E-06, CVX, 6.103748396E-09, ETH,0.00266407,ETH per CVX,SushiSwap
0xd544fa73a9ff74f41ae417ddb112ab376a9f692af6643f7f32efc6c15cab892a,16315363,1672617623,2023-01-02 00:00:23,Sell,0.0770363911049349, LDO, 6.8827285821935E-05, ETH,0.00089344,ETH per LDO,SushiSwap
0xc26fdd9142efb7fb19aff174602214842802e5d9d49c93dedd5c5dc5ef4d4752,16315363,1672617623,2023-01-02 00:00:23,Buy,3.96962990880376, ETH, 0.927063362906069, YFI,4.28194023,ETH per YFI,SushiSwap
0x725098f26a33396718c7efa6857f70e5ed49127cdd89c85ae9c15be34cca61dc,16315363,1672617623,2023-01-02 00:00:23,Sell,1863.1498906443, KRUN, 0.0411195431283985, ETH,0.00002207,ETH per KRUN,Uniswap V3
0x9e2eeb76955eb27c97774939f32c2c992792ca97a43767b7e7e5afdd4d40a68c,16315363,1672617623,2023-01-02 00:00:23,Sell,0.0207200811915035, ETH, 24.860276, USDT,1,199.81556878,USDT per ETH
0x594f655510e59de605f9df7f500fd660972bed99ab0c9286469c5e4b69706c50,16315363,1672617623,2023-01-02 00:00:23,Buy,0.0322444876022938, ETH, 100848.871560855, BBC,0.00000032,ETH per BBC,Uniswap V2
0xb72f0ddda80f971b799c7d63852e2a001c0ba0582e18ce0af1b08117fd1afdf1,16315363,1672617623,2023-01-02 00:00:23,Buy,0.1, ETH, 1351158572.5562, HC,0.00000000,ETH per HC,Uniswap V2
0x1368d34043183cc5dab6a19543e0a118667c3b1ac76d25d961413f4ca5a92629,16315364,1672617635,2023-01-02 00:00:35,Buy,0.293230399943868, ETH, 9824606.76644919, CHOMP,0.00000003,ETH per CHOMP,Uniswap V2
0x5e191e4005ddb818ad43dcf01e39d228b64b6701f1673ab0372713dcddc07bc3,16315364,1672617635,2023-01-02 00:00:35,Buy,0.5, ETH, 14606887.9650799, CHOMP,0.00000003,ETH per CHOMP,Uniswap V2
0xdee55d6ffc21a4c19ee0a4f7676bc6960d8169759aa479e0b34cb029b231d2ca,16315364,1672617635,2023-01-02 00:00:35,Sell,9824588.31970512, CHOMP, 0.343489631540478, ETH,0.00000003,ETH per CHOMP,Uniswap V2
0xf4871968440c677fd85040cd87f9bda0779beaff403368d00095a07fa633ccb8,16315364,1672617635,2023-01-02 00:00:35,Buy,2.3030951, ETH, 288554115798.973, SHIK,0.00000000,ETH per SHIK,Uniswap V2
0x8bc0aa11ee49f71224989981ee0a0c0810124506c03dd2eb752c6cafe242615d,16315364,1672617635,2023-01-02 00:00:35,Buy,2000, USDC, 1.66613354031863, ETH,1,200.38397379,USDC per ETH
0x8bc0aa11ee49f71224989981ee0a0c0810124506c03dd2eb752c6cafe242615d,16315364,1672617635,2023-01-02 00:00:35,Buy,1.66613354031863, ETH, 204782041837.51, SHIK,0.00000000,ETH per SHIK,Uniswap V2
0x81f59e4d53f1af4a32154c8ee9f68220c21984f9b90fd77cc6af27a2a681829c,16315364,1672617635,2023-01-02 00:00:35,Sell,288554115798.973, SHIK, 2.3262048, ETH,0.00000000,ETH per SHIK,Uniswap V2
0xd607ff062e1e3c32af070cdfb479a5f9cb658cc5159d86051ff420cec54a82af,16315364,1672617635,2023-01-02 00:00:35,Buy,217990.766336, USDC, 180.796613727812, ETH,1,205.72372370,USDC per ETH
0x73d9c27b07e8ddf4f0a86a3286a124687a1de564d719ec03afe8e4d214d58c45,16315364,1672617635,2023-01-02 00:00:35,Swap,7000, USDT, 6996.842479, USDC,0.99954893,USDC per USDT,Uniswap V3
0x73d9c27b07e8ddf4f0a86a3286a124687a1de564d719ec03afe8e4d214d58c45,16315364,1672617635,2023-01-02 00:00:35,Buy,6996.842479, USDC, 5.77301679696974, ETH,1,211.99066711,USDC per ETH
0xb5abb68a3ec474c0b5401bce40684d871c844eeffa8f85838d30f3de6b7bcf56,16315364,1672617635,2023-01-02 00:00:35,Sell,180.796613727812, ETH, 218017.221417, USDC,1,205.87004879,USDC per ETH
0xa40e57b0ea28f6cf64d2d9844d76cfa56671b87a087d3ad6805e6650070ac7a0,16315364,1672617635,2023-01-02 00:00:35,Sell,3825.72553072633, LDO, 3.42714909469928, ETH,0.00089582,ETH per LDO,Uniswap V3
0x78d7754b87d43bbcd9bb981611de03dd4d23b78fc28a1ed5a3e7e4aea2cf9ba5,16315364,1672617635,2023-01-02 00:00:35,Sell,24578562250336.5, TSHIBA, 0.126509269732358, ETH,0.00000000,ETH per TSHIBA,Uniswap V2
0x4a9cfba9661be30e5f079a7c666bfa24262ef3a18dd6a151a108bbf30a9a11f5,16315364,1672617635,2023-01-02 00:00:35,Buy,0.0840723211905242, ETH, 90318.6091725454, OHMI,0.00000093,ETH per OHMI,Uniswap V2
0xc05fb5092c51b1bbff2558b73221664d81206c018eb9e37ecca71b6a821ba6df,16315364,1672617635,2023-01-02 00:00:35,Buy,0.02, ETH, 607315982101.588, SC,0.00000000,ETH per SC,Uniswap V2
0x19765fc95f798b9f776d58f16db030ca1bc1850c5d6bb1ae3dd08240b92dca12,16315364,1672617635,2023-01-02 00:00:35,Buy,0.00321471, ETH, 171255080903.48, ETHM,0.00000000,ETH per ETHM,Uniswap V3
0x58d23bc780f7dbf4e733184732ec9342eeea0b83248e315cc482dce3289b6262,16315364,1672617635,2023-01-02 00:00:35,Sell,23169584.1317913, 2023, 3.69, ETH,0.00000016,ETH per 2023,Uniswap V2
0x4a9de648eb7cab89da3f289a42df500bb6a0d16fdf27a87ebc7c55395425921d,16315364,1672617635,2023-01-02 00:00:35,Buy,0.75, ETH, 232.912615858603, APE,0.00322009,ETH per APE,Uniswap V3
0x279098e6824f2bb3c32135ed0e18bc856e60762ee38875d7826041edad10c1a4,16315364,1672617635,2023-01-02 00:00:35,Buy,11.2863560410481, ETH, 2407.22702974028, LINK,0.00468853,ETH per LINK,Uniswap V3
0x1b881be73f85fb5d8a090a37eca86c528b97eff42f1ad0e754dc15548f4a41c9,16315364,1672617635,2023-01-02 00:00:35,Buy,0.4, ETH, 49782397493.3702, SHIK,0.00000000,ETH per SHIK,Uniswap V2
0xc022c2c29a13d11788dd09629b50e2ac6a4a2351c49bb937b45219a7bdff6e0f,16315364,1672617635,2023-01-02 00:00:35,Buy,4997.333527, USDC, 4.16373065789713, ETH,1,200.20576199,USDC per ETH
0x7e632df8ae7a31f04829a09750b40767e0d07e42916ca05dcc099f380d8cd2b9,16315364,1672617635,2023-01-02 00:00:35,Buy,0.2, ETH, 17691.0862694033, ABYSS,0.00001131,ETH per ABYSS,Uniswap V2
0x5503ffb2f973e55dec377c1cb8545b96731eb27761c3f02fcfa88aa82dfd8916,16315365,1672617647,2023-01-02 00:00:47,Buy,6.95237184046118, ETH, 1482.54345423993, LINK,0.00468949,ETH per LINK,Uniswap V3
0xcbc4eeec0a57c2e5b686e37c0efe1d307ee284d2ac12b6153e201707baeacf60,16315365,1672617647,2023-01-02 00:00:47,Sell,1312633632920.22, BIXIE, 0.122902886772135, ETH,0.00000000,ETH per BIXIE,Uniswap V2
0xcbc4eeec0a57c2e5b686e37c0efe1d307ee284d2ac12b6153e201707baeacf60,16315365,1672617647,2023-01-02 00:00:47,Sell,11430737354318.8, BIXIE, 0.956481501335677, ETH,0.00000000,ETH per BIXIE,Uniswap V2
0x6953bdcaf6fa2a2e68757961b109a962a24be014db1641bdd44ef41367d3fdfb,16315365,1672617647,2023-01-02 00:00:47,Sell,5000000.00122367, SYRANT, 0.374829513337109, ETH,0.00000007,ETH per SYRANT,Uniswap V2
0x1a3cc72cb966595b9c5a1400ec62cbdea7f986733dcf47094c3b242a8394746d,16315365,1672617647,2023-01-02 00:00:47,Sell,9974559.05182302, $SAITAMAC, 0.025, ETH,0.00000000,ETH per $SAITAMAC,Uniswap V2
0x691bd776cdd2a9e49a2150a742ea3952fb8b5e039ecb4d19de78ec2a081030fe,16315365,1672617647,2023-01-02 00:00:47,Buy,0.05, ETH, 2024770.82735463, MATRIX,0.00000002,ETH per MATRIX,Uniswap V2
0x6555432aa8ca91fc9507303268b4a67172678ced16be30b544504cb9b5cf3e3d,16315365,1672617647,2023-01-02 00:00:47,Sell,206243.636076466, OHMI, 0.190100741583819, ETH,0.00000092,ETH per OHMI,Uniswap V2
0xb49ba1b7687e4857892623419776609c9bb8c2f13a60c98abf7536768d98e2e6,16315365,1672617647,2023-01-02 00:00:47,Sell,1828.959043338, BC, 0.196879996652802, ETH,0.00010765,ETH per BC,Uniswap V2
0xb31b4b01688bb552ae909c284f50a41f47789238b0e63a36497a42c612f8e6ea,16315365,1672617647,2023-01-02 00:00:47,Buy,0.478425577387037, ETH, 131228.791204679, IQ,0.00000365,ETH per IQ,SushiSwap
0x38bdc141db3c70e68195c9c2b9feb9a944bc5fb66ea6475c942d7b4a557bcd41,16315365,1672617647,2023-01-02 00:00:47,Sell,671.043346838624, STRK, 4.89494438124103, ETH,0.00729453,ETH per STRK,Uniswap V2
0x4b866c23b4243847038a45316735c9c1d7202be9658ccec2f434f5122a7b3e49,16315365,1672617647,2023-01-02 00:00:47,Buy,0.121481862240465, ETH, 161179.084474703, BALTO,0.00000075,ETH per BALTO,Uniswap V2
0x60dadcfd34ecd37b4d1bce9f606fad67f6fb895236d9329aa721691862d28726,16315366,1672617659,2023-01-02 00:00:59,Buy,14.6990865182052, ETH, 3133.71364321634, LINK,0.00469063,ETH per LINK,Uniswap V3
0x32cb60413b22e5e76b191dc5693ef24e2554d812bfd26cae6a72cbab72f56035,16315366,1672617659,2023-01-02 00:00:59,Buy,4.15350713078618, ETH, 5301.59066808059, SUSHI,0.00078345,ETH per SUSHI,SushiSwap
0x229193bdd2a14c37fe8dd546ac82765db754c4d68931f54eb7e8891a6670acae,16315366,1672617659,2023-01-02 00:00:59,Sell,380160000, KUBU, 0.00201211707723022, ETH,0.00000000,ETH per KUBU,Uniswap V2
0x229193bdd2a14c37fe8dd546ac82765db754c4d68931f54eb7e8891a6670acae,16315366,1672617659,2023-01-02 00:00:59,Sell,6751679502.72, KUBU, 0.0353270222752818, ETH,0.00000000,ETH per KUBU,Uniswap V2
0x3d3712a808dd93e87be69ecc203467399df489f1a3e4ba01af3bb61e7607c430,16315366,1672617659,2023-01-02 00:00:59,Sell,30000, $SOL, 0.0180638057964429, ETH,0.00000060,ETH per $SOL,Uniswap V2
0x3d3712a808dd93e87be69ecc203467399df489f1a3e4ba01af3bb61e7607c430,16315366,1672617659,2023-01-02 00:00:59,Sell,159338.404693303, $SOL, 0.0912110855383311, ETH,0.00000057,ETH per $SOL,Uniswap V2
0x2b0195437c9036e8b5d6ea5d2b0f89dd3cfbe79f430d3694dd8c55f24fd27db4,16315366,1672617659,2023-01-02 00:00:59,Sell,0.6, ETH, 718.681097, USDC,1,197.80182833,USDC per ETH
0x2b0195437c9036e8b5d6ea5d2b0f89dd3cfbe79f430d3694dd8c55f24fd27db4,16315366,1672617659,2023-01-02 00:00:59,Buy,718.681097, USDC, 5531042.25088013, OMIKAMI,0.00012994,USDC per OMIKAMI,Uniswap V2
0xbcad39746dc09de57f2fc4c34b0120a0f974f9c63d7cc6e25e7e33587581f159,16315366,1672617659,2023-01-02 00:00:59,Buy,0.005, ETH, 51.4983519887999, MC,0.00009709,ETH per MC,Uniswap V2
0xfe2094c7f51acf5b05ea0e972fcb0214bab00342667db36c74451760e97d6e06,16315366,1672617659,2023-01-02 00:00:59,Buy,0.07, ETH, 2082678.40816918, CHOMP,0.00000003,ETH per CHOMP,Uniswap V2
0x1ca2780609afe7928faa2fcfeecea607dbed8abc904655150afcbbb018abfefe,16315366,1672617659,2023-01-02 00:00:59,Sell,284128873.300665, HC, 0.0215479974260268, ETH,0.00000000,ETH per HC,Uniswap V2
0x1ca2780609afe7928faa2fcfeecea607dbed8abc904655150afcbbb018abfefe,16315366,1672617659,2023-01-02 00:00:59,Sell,2688084133.28743, HC, 0.187702188580065, ETH,0.00000000,ETH per HC,Uniswap V2
0xcd63dc8ee8de0fed4ce33bde0805dc2cf29526db29161aa54766888207e13d8c,16315366,1672617659,2023-01-02 00:00:59,Buy,0.06, ETH, 554.832744035, BC,0.00010814,ETH per BC,Uniswap V2
0x533163b409714fbef236a97b4e4b7b9b9ff9c1db57e8afd698a4cd9ddd0fc0e0,16315366,1672617659,2023-01-02 00:00:59,Buy,0.05, ETH, 10047919649725.2, TSHIBA,0.00000000,ETH per TSHIBA,Uniswap V2
0x4b159ac5fbf0b6a7167a8716a14eed981cd5b4d64efcde62c2b27f50dc977899,16315366,1672617659,2023-01-02 00:00:59,Buy,0.025, ETH, 991527.957627388, MATRIX,0.00000003,ETH per MATRIX,Uniswap V2
0x2e0d67bd56ac929b644c406c30bb54613aa323140923b37754a99496c2cc80c7,16315366,1672617659,2023-01-02 00:00:59,Buy,0.136402018642874, ETH, 19.2316256248608, STRK,0.00709259,ETH per STRK,Uniswap V2
0x8a307f041587796390c86f577ebdb095c2e0991c2bdbe2cb93692cbc5e4d2f3e,16315367,1672617671,2023-01-02 00:01:11,Buy,46.3276376976842, ETH, 9869.88080626749, LINK,0.00469384,ETH per LINK,Uniswap V3
0xaa140c2fcf887e2a32701b4f4086acaa5a303a6785ad3f67cd3d89508bd666a9,16315367,1672617671,2023-01-02 00:01:11,Buy,0.4951481, ETH, 13435181.4068673, CHOMP,0.00000004,ETH per CHOMP,Uniswap V2
0xe7749e445d9eee2536df838086305f4e8391b9dbbacdbc857afc1477e78ef1c1,16315367,1672617671,2023-01-02 00:01:11,Buy,0.15, ETH, 3669732.7284221, CHOMP,0.00000004,ETH per CHOMP,Uniswap V2
0xaee375c6aed1f2571a3c083c47148381a76671bb547a430fc170f35c95ec7836,16315367,1672617671,2023-01-02 00:01:11,Sell,13435181.4068673, CHOMP, 0.5147834, ETH,0.00000004,ETH per CHOMP,Uniswap V2
0x20d79d730ac2d27d09024b3c6f99210ac94f540326ac1c6ac9ecead060344ab9,16315367,1672617671,2023-01-02 00:01:11,Sell,155233559.5, $MISHIMA, 0.00762808859946001, ETH,0.00000000,ETH per $MISHIMA,Uniswap V2
0x20d79d730ac2d27d09024b3c6f99210ac94f540326ac1c6ac9ecead060344ab9,16315367,1672617671,2023-01-02 00:01:11,Sell,215716160, $MISHIMA, 0.0105026822837767, ETH,0.00000000,ETH per $MISHIMA,Uniswap V2
0x59509c47e780da9f1f0380a0c9661f288d1c10bf7e54f2096980f1b042d69b8a,16315367,1672617671,2023-01-02 00:01:11,Buy,43, USDC, 0.0356846828100182, ETH,1,204.99880100,USDC per ETH
0x59509c47e780da9f1f0380a0c9661f288d1c10bf7e54f2096980f1b042d69b8a,16315367,1672617671,2023-01-02 00:01:11,Buy,0.0356846828100182, ETH, 742.454368223, ARCHAI,0.00004806,ETH per ARCHAI,Uniswap V2
0x04f3044f8af79efe84ac19a87e24ddd03f90ca1a1ee403ee41fb0a8516162f49,16315367,1672617671,2023-01-02 00:01:11,Sell,11563958.3206558, $SAITAMAC, 0.0280410241290672, ETH,0.00000000,ETH per $SAITAMAC,Uniswap V2
0x35fcac2d849ee4e0687396e9ab3444165dd74a63ac87006b858d9960b8491482,16315367,1672617671,2023-01-02 00:01:11,Buy,0.05, ETH, 653155157500.557, BIXIE,0.00000000,ETH per BIXIE,Uniswap V2
0x1d806df1870f6cc7e5f0a38e44b7e86708f1f568fdd425e2cf34867fe729f752,16315367,1672617671,2023-01-02 00:01:11,Buy,0.2, ETH, 5870604155056.89, SC,0.00000000,ETH per SC,Uniswap V2
0x4fb2f94567bc739d40fddf76d9862cd408fc9d837b5f8a41b400b95b33c928f5,16315367,1672617671,2023-01-02 00:01:11,Sell,2500000, ERC20, 0.0101563092765606, ETH,0.00000000,ETH per ERC20,Uniswap V3
0xf05ca1628d73783444b5986b5f891593eeb56d5d3820207ea43ca105dd199ff2,16315367,1672617671,2023-01-02 00:01:11,Buy,585, USDT, 0.487041777530523, ETH,1,201.12899342,USDT per ETH
0xf05ca1628d73783444b5986b5f891593eeb56d5d3820207ea43ca105dd199ff2,16315367,1672617671,2023-01-02 00:01:11,Buy,0.487041777530523, ETH, 30406.66822894, HEX,0.00001602,ETH per HEX,Uniswap V3
0xeece3d98479637a5c573f83edaf21fa88b03c4708ae043f4964359fa377f2ea9,16315367,1672617671,2023-01-02 00:01:11,Buy,0.0131100685176989, ETH, 200000000.01, HC,0.00000000,ETH per HC,Uniswap V2
0x5c335a4931b42221a5bd2fa1cbe7e15a7d517ef0ce35884e2fdc42f0e8942ef0,16315368,1672617683,2023-01-02 00:01:23,Buy,11.7926571148863, ETH, 2510.73230434198, LINK,0.00469690,ETH per LINK,Uniswap V3
0x404d6557959eae6a29de35dae3dd020e1e7b0f9c83cd8265aca3f8d912a8f767,16315368,1672617683,2023-01-02 00:01:23,Buy,0.552795, ETH, 14265076.1780003, CHOMP,0.00000004,ETH per CHOMP,Uniswap V2
0x404d6557959eae6a29de35dae3dd020e1e7b0f9c83cd8265aca3f8d912a8f767,16315368,1672617683,2023-01-02 00:01:23,Buy,0.1395781, ETH, 19.6400762868037, STRK,0.00710680,ETH per STRK,Uniswap V2
0x7adc6de22348da33d0e08f16a77ef2720ee1a270702b7a0ca28db38063876c56,16315368,1672617683,2023-01-02 00:01:23,Buy,0.05, ETH, 1173216.64927887, CHOMP,0.00000004,ETH per CHOMP,Uniswap V2
0x34333a92587359180eaa756b1e6cb487e8dd4286445d89b37fc23ea980b0613d,16315368,1672617683,2023-01-02 00:01:23,Buy,3, ETH, 412.74648760394, STRK,0.00726838,ETH per STRK,Uniswap V2
0xf76e331d343a4d5085245061cd2492d5c78a4808a95f8892705636849abc09bb,16315368,1672617683,2023-01-02 00:01:23,Sell,14265076.1780003, CHOMP, 0.557765, ETH,0.00000004,ETH per CHOMP,Uniswap V2
0xf76e331d343a4d5085245061cd2492d5c78a4808a95f8892705636849abc09bb,16315368,1672617683,2023-01-02 00:01:23,Sell,19.6400762868037, STRK, 0.1448358, ETH,0.00737450,ETH per STRK,Uniswap V2
0x12965c00a4a50f4187a55f87758d1418778adffc0cf937a5cd10e9307e036bdc,16315368,1672617683,2023-01-02 00:01:23,Buy,0.087571919971, ETH, 1259.96058, NU,0.00006950,ETH per NU,Uniswap V2
0x8e8b4f653491d17f81666be4358ff8d3e8581cc52a0a8cfe5ca27742ba44286b,16315368,1672617683,2023-01-02 00:01:23,Swap,0.0288694, WBTC, 5692.05377174739, NU,0.00000507,WBTC per NU,Uniswap V3
0x8e8b4f653491d17f81666be4358ff8d3e8581cc52a0a8cfe5ca27742ba44286b,16315368,1672617683,2023-01-02 00:01:23,Sell,3413.447119609, NU, 0.24, WETH,0.00007031,WETH per NU,Unknown
0x8e8b4f653491d17f81666be4358ff8d3e8581cc52a0a8cfe5ca27742ba44286b,16315368,1672617683,2023-01-02 00:01:23,Buy,0.36, ETH, 5065.75864839658, NU,0.00007107,ETH per NU,Uniswap V2
0xe1128a2e11c74f76b6222ed997e6c4c4daf2ea4f08c6fc6530883c6e4de25c02,16315368,1672617683,2023-01-02 00:01:23,Sell,1259.96057, NU, 0.0902062110225, ETH,0.00007159,ETH per NU,Uniswap V2
0x85466482bf491d5b6e4d9fe5f1099e1da10f240dda979315ec7112ecb79e8322,16315368,1672617683,2023-01-02 00:01:23,Buy,1.01632441095958, ETH, 2285842.6461148, SPELL,0.00000044,ETH per SPELL,SushiSwap
0xb69150b2035d75c19b87e995d2afd2fef4e4d5a574cd73a5f32054033dc3bfcc,16315368,1672617683,2023-01-02 00:01:23,Sell,70793.903711377, FC, 0.00980930006102486, ETH,0.00000014,ETH per FC,Uniswap V2
0xb69150b2035d75c19b87e995d2afd2fef4e4d5a574cd73a5f32054033dc3bfcc,16315368,1672617683,2023-01-02 00:01:23,Sell,120297.94, FC, 0.0165352685081163, ETH,0.00000014,ETH per FC,Uniswap V2
0x55d97bddb78f431c85c40745723032de5de4e499c2a60e2962bf478050e90bf4,16315368,1672617683,2023-01-02 00:01:23,Sell,10000, XUSDP, 0.0452199042360297, ETH,0.00000452,ETH per XUSDP,Uniswap V2
