id,name,address,symbol,url,description,chain,logo,audits,audit_note,gecko_id,cmcId,category,chains,module,twitter,forkedFrom,oracles,listedAt,methodology,slug,tvl,change_1h,change_1d,change_7d,mcap
2168,Morpho Aave,0x9994e35db50125e0df82e4c2dde62496ce330999,MORPHO,https://aavev2.morpho.org/?network=mainnet,Morpho is an on-chain peer-to-peer layer on top of lending pools. Rates are seamlessly improved for borrowers and lenders while preserving the same guarantees.,https://icons.llama.fi/morpho.png,2,,,Lending,Ethereum,morpho-aave/index.js,MorphoLabs,,Chainlink,1665186810,morpho-aave,412464216.4065582,-0.48748052050055435,-3.3565753980391406,-4.23025924642198,
2931,BlazeStake,solana:BLZEEuZUBVqFhj8adcCFPJvPVCiCyVmh3hkJMrU8KuJA,BLZE,https://stake.solblaze.org/,"BlazeStake is an innovative liquid staking protocol designed to support the Solana ecosystem. Delegators can choose to stake their SOL either through the standard delegation pool (which balances stake across hundreds of validators to support decentralization) or to any validators of their choice, all while receiving the liquid staking benefits of bSOL (access to instant unstake liquidity, increased staking yields through DeFi, Solana ecosystem token airdrops, and more).",https://icons.llama.fi/blazestake.jpg,2,solblaze,25178,Liquid Staking,Solana,blazestake/index.js,solblaze_org,,,1683194920,blazestake,357198783.28158224,-1.2573790230622706,0.06208679734267264,-5.868321637742554,0
1108,Gearbox,0xba3335588d9403515223f109edc4eb7269a9ab5d,GEAR,https://gearbox.fi,"Get up to 10x leverage and use it across DeFi protocols. Gearbox Protocol allows anyone to get leverage in a decentralized way and use it across various other protocols in a composable way: margin trading, leverage farming, and more!",https://icons.llama.fi/gearbox.jpg,2,gearbox,16360,Leveraged Farming,"Ethereum, Arbitrum",gearbox/index.js,GearboxProtocol,,"Chainlink, RedStone",1640629561,gearbox,352278851.5613493,-0.3398631144765005,1.221856176473807,-13.948168185024542,114392599.78450257
2542,Ondo Finance,0xfaba6f8e4a5e8ab82f62fe7c39859fa577269be3,ONDO,https://ondo.finance,This share class provides liquid exposure to an ETF of short-term U.S. Treasuries,https://icons.llama.fi/ondo-finance.png,2,ondo-finance,,RWA,"Ethereum, Solana, Mantle, Polygon, Sui",ondofinance/index.js,OndoFinance,,,,ondo-finance,347744664.9251785,-0.28373497431279304,-0.5570865475025215,14.295249555978742,1127462192.3042996
3365,GMX V2,arbitrum:0xfc5A1A6EB076a2C7aD06eD22C90d7E710E35ad0a,GMX,https://gmx.io,"GMX is a decentralized spot and perpetual exchange that supports low swap fees and zero price impact trades. Trading is supported by a unique multi-asset pool that earns liquidity providers fees from market making, swap fees, leverage trading (spreads, funding fees & liquidations) and asset rebalancing.",https://icons.llama.fi/gmx-v2.png,2,,,Derivatives,"Arbitrum, Avalanche",gmx-v2/index.js,GMX_IO,,Chainlink,1691622170,gmx-v2,347658583.1050384,-0.3743119809949178,0.9931854239165148,0.10718245673774618,
277,StakeWise,0x48c3399719b582dd63eb5aadf12a40b4c3f52fa2,SWISE,https://stakewise.io/,Stake your ETH and manage your capital flexibly with the principal and yield tokens from StakeWise.,https://icons.llama.fi/stakewise.png,2,stakewise,10439,Liquid Staking,"Ethereum, xDai",stakewise/index.js,stakewise_io,,,,stakewise,347552841.6201775,-0.6316313228596613,2.070919459192197,3.483240225602316,12401694.462554699
1807,PinkSale,bsc:0x602ba546a7b06e0fc7f58fd27eb6996ecc824689,PINKSALE,https://www.pinksale.finance,PinkSale is a decentralized launchpad that allows users to launch their own token and create their own initial token sale,https://icons.llama.fi/pinksale.png,0,pinksale,12566,Launchpad,"Binance, Ethereum, Polygon, Avalanche, Fantom, Cronos",pinksale/api.js,pinkecosystem,,,1654537684,pinksale,342757439.2618771,,,,28214616.84852484
3014,Morpho AaveV3,0x9994e35db50125e0df82e4c2dde62496ce330999,MORPHO,https://aavev3.morpho.org/,"Morpho's AaveV3-ETH Optimizer allows WETH-only transactions in ETH efficiency mode. It offers high-leverage WETH borrowing using stETH, USDC, WBTC, and DAI as collateral",https://icons.llama.fi/morpho.png,2,,,Lending,Ethereum,morpho-aaveV3/index.js,MorphoLabs,,Chainlink,1684901863,morpho-aavev3,341845547.11940944,-0.3927977932673059,2.520299467401017,3.609594340800143,
1571,Stargate,0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6,STG,https://stargate.finance/,"Stargate is a fully composable liquidity transport protocol that lives at the heart of Omnichain DeFi. With Stargate, users & dApps can transfer native assets cross-chain while accessing the protocol’s unified liquidity pools with instant guaranteed finality.",https://icons.llama.fi/stargate.png,2,stargate-finance,18934,Cross Chain,"Ethereum, Optimism, Arbitrum, Binance, Mantle, Linea, Avalanche, Polygon, Base, Kava, Fantom, Metis, Goerli",stargatefinance/index.js,StargateFinance,,,1647975344,stargate,335235982.64646107,-0.228242017337692,1.1989811856580275,0.6780922355838328,108472513.09234077
144,dYdX V3,0x92d6c1e31e14520e676a687f0a93788b716beff5,DYDX,https://dydx.exchange/,"The most powerful open trading platform for crypto assets. Margin trade, borrow, and lend cryptocurrency.
",https://icons.llama.fi/dydx-v3.jpg,,,,Derivatives,Ethereum,dydx/index.js,dYdX,,Chainlink,,dydx-v3,324566839.940415,0.007942654095913326,-0.9833979734577412,-2.4477587733169486,
412,Thorchain,thorchain:0x0000000000000000000000000000000000000000,RUNE,https://thorchain.com/,THORChain facilitates cross-chain liquidity pools with no pegged or wrapped tokens.,https://icons.llama.fi/thorchain.jpg,3,thorchain,4157,Dexes,"Thorchain, Ethereum, Bitcoin, Bitcoincash, Avalanche, Doge, Litecoin, Cosmos, Binance",thorchain/index.js,THORChain,,,,thorchain,324429465.9089679,0.01581155719090077,1.8657679439242827,-5.525300690187862,1730757208.2674816
119,SushiSwap,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,SUSHI,https://sushi.com/,"A fully decentralized protocol for automated liquidity provision on Ethereum.
",https://icons.llama.fi/sushiswap.png,3,sushi,6758,Dexes,"Ethereum, Arbitrum, Polygon, Base, xDai, Binance, Boba, Celo, Moonriver, Arbitrum Nova, Fantom, Harmony, Boba_Bnb, Avalanche, Filecoin, Blast, Fuse, Heco, Scroll, OKExChain, ZetaChain, Telos, Palm, Kava, Bittorrent, Metis, CORE, Boba_Avax",sushiswap/index.js,SushiSwap,Uniswap V2,,,sushiswap,317707113.75534075,-0.47782789982649376,2.30578909834513,1.3802644858290165,200769016.01412696
4077,Jupiter Perpetual Exchange,solana:JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN,JUP,https://jup.ag/perps,Jupiter Perpetual Exchange is a LP-to-trader perpetual exchange based on oracle prices.,https://icons.llama.fi/jupiter-perpetual-exchange.jpg,0,,,Derivatives,Solana,jupiter-perpetual.js,JupiterExchange,,Pyth,1706560048,jupiter-perpetual-exchange,312011419.2945372,-0.5768375788461526,0.904193918087401,6.683838146743938,
690,SUNSwap V1,tron:TSSMHYeV2uE9qYH95DqyoCuNCzEL1NvU3S,SUN,https://sunswap.com/#/home,SUNSwap V1 is a TRON-based decentralized trading protocol for automated liquidity provision and an open financial market accessible to all.,https://icons.llama.fi/sunswap-v1.jpg,2,,1116,Dexes,Tron,justSwap/index.js,DeFi_JUST,,,1634757407,sunswap-v1,302716320.8338046,0.4788103445103644,0.4019521226997398,4.943766017618572,
113,Yearn Finance,0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e,YFI,https://yearn.finance/,"Yearn.finance is an aggregator service for decentralized finance (DeFi) investors, using automation to allow them to maximize profits from yield farming.",https://icons.llama.fi/yearn-finance.jpg,2,,,Yield Aggregator,"Ethereum, Optimism, Polygon, Fantom, Base, Arbitrum",yearn/index.js,yearnfi,,,,yearn-finance,299252072.6728438,-0.3695616465890197,1.4148659523877711,3.0393033866335912,
3391,Liquid Collective,0x8c1bed5b9a0928467c9b1341da1d7bd5e10b6549,LsETH,https://liquidcollective.io,Liquid Collective is a non-custodial staking protocol launched on Ethereum. Liquid Collective is built and run by a collective of leading web3 teams. The protocol was initially launched in 2023.,https://icons.llama.fi/liquid-collective.jpg,2,liquid-staked-ethereum,23782,Liquid Staking,Ethereum,liquid-collective/index.js,liquid_col,,Internal,1692193282,liquid-collective,285828597.85289514,-0.6454504167155477,2.040103200546156,21.251076724537427,284445455.3976071
122,Nexus Mutual,0xd7c49cee7e9188cca6ad8ff264c1da2e69d4cf3b,NXM,https://nexusmutual.io/,"Nexus Mutual offers decentralized cover against smart contract failure.
",https://icons.llama.fi/nexus-mutual.png,,nxm,1103,Insurance,Ethereum,nexus/index.js,NexusMutual,,Chainlink,,nexus-mutual,274404861.06372404,-0.5040041983824182,1.7022356305022868,4.026299693959771,278807637.3899472
502,Coinwind,heco:0x80861a817106665bca173db6ac2ab628a738c737,COW,https://www.coinwind.pro,CoinWind is a DeFi financial platform for smart mining.,https://icons.llama.fi/coinwind.png,2,coinwind,10011,Yield,"Binance, Ethereum, Heco",coinwind/index.js,coinwind_com,,,,coinwind,265263045.8347816,-0.2555661530563498,-0.18604734669091272,-1.5748534264677971,0
