id,name,address,symbol,url,description,chain,logo,audits,audit_note,gecko_id,cmcId,category,chains,module,twitter,forkedFrom,oracles,listedAt,methodology,slug,tvl,change_1h,change_1d,change_7d,mcap
182,Lido,0x5a98fcbea516cf06857215779fd812ca3bef1b32,LDO,https://lido.fi/,"Liquid staking for Ethereum and Polygon. Daily staking rewards, no lock ups.",https://icons.llama.fi/lido.png,2,lido-dao,8000,Liquid Staking,"Ethereum, Solana, Moonbeam, Moonriver, Terra",lido/index.js,LidoFinance,,,,lido,30960637333.66208,-0.6426336869637765,2.0056091192211625,4.790785323790985,1923262807.5683327
3777,Arbitrum Bridge,arbitrum:0x912ce59144191c1204e64559fe8253a0e49e6548,ARB,https://bridge.arbitrum.io,"The Arbitrum Bridge acts as a secure channel connecting Ethereum's mainnet (Layer-1) with the Arbitrum Rollup (Layer-2). This bridge allows users to transfer assets, like ETH or ERC-20 tokens, between these layers",https://icons.llama.fi/arbitrum-bridge.png,0,,,Chain,Ethereum,arbitrum/index.js,arbitrum,,,,arbitrum-bridge,10395474965.862404,-0.3209647811020204,1.0552216879281104,2.784828270185045,
1599,AAVE V3,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,AAVE,https://aave.com,"Earn interest, borrow assets, and build applications",https://icons.llama.fi/aave-v3.png,2,,,Lending,"Ethereum, Arbitrum, Polygon, Avalanche, Optimism, xDai, Base, Binance, Metis, Scroll, Fantom, Harmony",aave/v3.js,aave,,Chainlink,1648776877,aave-v3,8943709122.148806,-0.5698149169147797,1.5768021906931864,3.3972110910227826,
694,JustCryptos,tron:TCFLL5dx5ZJdKnWuesXxi1VPwjLVmWZZy9,JST,https://just.network/token,"Just Cryptos builds a bridge that connects premium crypto currencies from the TRON network and other public chains, and introduces token value to TRON to power the JUST ecosystem. All assets are stored, and can be swapped on Poloniex.",https://icons.llama.fi/justcryptos.png,0,,,Bridge,Tron,justCryptos/index.js,DeFi_JUST,,,1634850489,justcryptos,7201705293,-0.1900836653219642,0.5788829926703016,-2.0347709587204434,
240,Polygon Bridge & Staking,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,MATIC,https://polygon.technology/,"Ethereum sidechain
",https://icons.llama.fi/polygon.jpg,0,matic-network,3890,Chain,Polygon,polygon/index.js,0xPolygon,,,,polygon-bridge-&-staking,6593198434.630521,-0.34114131739133313,0.864452700457278,1.585705455379241,6777101292.95848
118,MakerDAO,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,MKR,https://makerdao.com/,"Builders of Dai, a digital currency that can be used by anyone, anywhere.
",https://icons.llama.fi/makerdao.jpg,2,maker,1518,CDP,Ethereum,maker/index.js,MakerDAO,,Chronicle,,makerdao,6201923813.627661,-0.5291944658257535,1.2709776128825894,5.626245978908798,2871726024.334644
494,JustLend,tron:TCFLL5dx5ZJdKnWuesXxi1VPwjLVmWZZy9,JST,https://justlend.just.network,JustLend is a TRON-powered coin market protocol aimed at establishing fund pools whose interest rates are determined by an algorithm based on the supply and demand of TRON assets.,https://icons.llama.fi/justlend.png,2,just,5488,Lending,Tron,justlend.js,DeFi_JUST,,WINkLink,,justlend,6198357660.932609,-0.3385456020803588,1.7269106849538787,-2.2140168990069498,335220376.97522813
382,Pendle,0x808507121b80c02388fad14726482e061b8da827,PENDLE,https://pendle.finance/,Pendle Finance is a protocol that enables the trading of tokenized future yield on an AMM system.,https://icons.llama.fi/pendle.jpg,2,pendle,9481,Yield,"Ethereum, Arbitrum, Mantle, Binance, Optimism, Avalanche",pendle/index.js,pendle_fi,,,,pendle,4444064976.6164875,-0.40998505612066083,3.8908870033868936,-9.158399852876101,536039811.3640872
3784,Optimism Bridge,optimism:0x4200000000000000000000000000000000000042,OP,https://app.optimism.io/bridge/deposit,Bridge between Optimism and Ethereum,https://icons.llama.fi/optimism-bridge.jpg,0,,,Chain,"Ethereum, Base, PGN",optimism/index.js,optimismFND,,,,optimism-bridge,4325429973.456477,-0.5233032625054079,0.9457231414720297,-1.1823687070392168,
900,Rocket Pool,0xd33526068d116ce69f19a9ee46f0bd304f21a51f,RPL,https://rocketpool.net,"Rocket Pool is the first truly decentralised Ethereum staking pool. Liquid Staking, Audited SC, and Minimised Penalty Risk. Unlike solo stakers, who are required to put 32 ETH up for deposit to create a new validator, Rocket Pool nodes only need to deposit 16 ETH per validator. This will be coupled with 16 ETH from the staking pool (which stakers deposited in exchange for rETH) to create a new ETH2 validator.",https://icons.llama.fi/rocket-pool.jpg,2,rocket-pool,2943,Liquid Staking,Ethereum,rocketpool/index.js,Rocket_Pool,,,1637712907,rocket-pool,3998384174.54407,-0.44103618590598614,2.0412723432953186,4.955533990089833,444193827.53986263
2198,Uniswap V3,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,UNI,https://uniswap.org/,"A fully decentralized protocol for automated liquidity provision on Ethereum. V2
",https://icons.llama.fi/uniswap-v3.png,2,,,Dexes,"Ethereum, Arbitrum, Base, Polygon, Optimism, Celo, Binance, RSK, Avalanche, Boba, Scroll, Linea, Filecoin, Blast, zkSync Era, Moonbeam",uniswap/index.js,Uniswap,,,1666191475,uniswap-v3,3407501331.51282,-0.12994723020588594,1.9917837785299497,1.3045984032153797,
120,Instadapp,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,INST,https://instadapp.io/,Aims to drive interoperability between protocols for power users and ease of development allowing developers of all stripes to start leveraging the full potential of Decentralised Finance.,https://icons.llama.fi/instadapp.jpg,,instadapp,10508,Services,Ethereum,instadapp.js,Instadapp,,,,instadapp,2571538456.2150702,-0.4326858979975867,1.064500554450916,2.088110087049415,42181973.881156504
2197,Uniswap V2,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,UNI,https://uniswap.org/,"A fully decentralized protocol for automated liquidity provision on Ethereum. V2
",https://icons.llama.fi/uniswap-v2.png,2,,,Dexes,"Ethereum, Base, Arbitrum, Zora, Polygon, Binance, Optimism, Avalanche, Celo",uniswap-v2/index.js,Uniswap,,,1666191162,uniswap-v2,2388021474.2436795,-0.45347440850360954,1.6067081968407848,2.5061657863429474,
4133,Ethena,0x57e114b691db790c35207b2e685d4a43181e6061,ENA,https://www.ethena.fi/,Ethena is a synthetic dollar protocol built on Ethereum,https://icons.llama.fi/ethena.png,2,ethena,30171,RWA,Ethereum,ethena/index.js,ethena_labs,,,1708016301,ethena,2348384260.619413,-0.023659042694418986,-0.07959347342452361,-0.5246662849090313,1225361878.1161032
3665,Maker RWA,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,MKR,https://makerdao.com/en/,Real World Assets (RWAs) are a collateral type in the Maker Protocol which require legal entities to represent the MakerDAO in order to interact with real world counterparties in deals ratified by governance.,https://icons.llama.fi/maker-rwa.jpg,0,,,RWA,Ethereum,maker-rwa/index.js,MakerDAO,,,1697730940,maker-rwa,2229786972.745077,0.07069954495931086,-0.01740919205340674,0.18603889943598517,
3,Curve DEX,0xD533a949740bb3306d119CC777fa900bA034cd52,CRV,https://curve.fi,Curve is a decentralized exchange liquidity pool on Ethereum designed for extremely efficient stablecoin trading,https://icons.llama.fi/curve.png,2,,,Dexes,"Ethereum, Arbitrum, Polygon, xDai, Optimism, Avalanche, Fraxtal, Kava, Base, Celo, Fantom, Moonbeam, Aurora, Harmony",curve/index.js,CurveFinance,,,,curve-dex,2016307202.6305778,0.09199338436079074,0.7514307613356834,1.812338686095245,
111,AAVE V2,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,AAVE,"https://aave.com
",Aave is an Open Source and Non-Custodial protocol to earn interest on deposits and borrow assets,https://icons.llama.fi/aave-v2.png,2,aave,7278,Lending,"Ethereum, Polygon, Avalanche",aave/index.js,aave,,Chainlink,,aave-v2,1938223069.029348,-0.36452263844483923,0.34009065326689836,-1.7852991725629437,1349646162.2287893
212,Venus Core Pool,bsc:0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,XVS,https://app.venus.io/#/core-pool,A Decentralized Marketplace for Lenders and Borrowers with Borderless Stablecoins.,https://icons.llama.fi/venus-core-pool.jpg,2,,,Lending,"Binance, Ethereum",venus.js,VenusProtocol,Compound V2,,,venus-core-pool,1628574609.320553,-0.4601768610589545,3.202988623462062,-1.3560116998945944,
194,PancakeSwap AMM,bsc:0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,CAKE,https://pancakeswap.finance/,The #1 AMM and yield farm on Binance Smart Chain,https://icons.llama.fi/pancakeswap-amm.jpg,2,,,Dexes,"Binance, Aptos, zkSync Era, Ethereum, Arbitrum, Base, Linea, Polygon zkEVM",pancake-swap/index.js,PancakeSwap,Uniswap V2,,,pancakeswap-amm,1593064154.9217725,0.0314422369212366,1.2668169081782708,-0.09865290830566664,
319,Convex Finance,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,CVX,https://www.convexfinance.com/,Convex simplifies your Curve-boosting experience to maximize your yields.,https://icons.llama.fi/convex-finance.jpg,2,convex-finance,9903,Yield,"Ethereum, Arbitrum, Polygon",convex/index.js,ConvexFinance,,,,convex-finance,1583114945.2386382,-0.35353042591421513,-0.18092480273759293,32.33036627055745,217978486.6209681
2088,Compound V3,0xc00e94cb662c3520282e6f5717214004a7f26888,COMP,https://v3-app.compound.finance/,"Compound is an algorithmic, autonomous interest rate protocol built for developers, to unlock a universe of open financial applications.",https://icons.llama.fi/compound-v3.png,2,,,Lending,"Ethereum, Arbitrum, Base, Polygon, Optimism, Scroll",compound-v3/index.js,compoundfinance,,Chainlink,1663169029,compound-v3,1503131594.486887,-0.32652771694836247,1.0118376171515564,1.7540369333081571,
691,JustStables,tron:TMwFHYXLJaRUPeW6421aqXL4ZEzPRFGkGT,USDJ,https://juststable.tronscan.org/#/login,"JustStable is a decentralized finance system of USDJ stablecoin for everyone, anywhere, anytime.",https://icons.llama.fi/juststables.png,2,just-stablecoin,5446,CDP,Tron,juststable/index.js,DeFi_JUST,,WINkLink,1634757569,juststables,1401738543.1875546,0.17542553103460534,0.8236665594188821,8.940918506960259,0
2308,Jito,solana:jtojtomepa8beP8AuQc6eXt5FriJwfFMwQx2v2f9mCL,JTO,https://jito.network,MEV-Boosted Staking Rewards,https://icons.llama.fi/jito.png,2,jito-governance-token,,Liquid Staking,Solana,jito/index.js,jito_sol,SPL Stake Pool,,1669265429,jito,1374754737.8658352,-0.25780140883946956,0.5281613996428405,-6.279815790864944,375970740.1999486
2611,Balancer V2,0xba100000625a3754423978a60c9317c58a424e3d,BAL,https://balancer.finance/,Balancer is a protocol for programmable liquidity.,https://icons.llama.fi/balancer-v2.png,2,,,Dexes,"Ethereum, xDai, Arbitrum, Polygon, Avalanche, Base, Polygon zkEVM",balancer/index.js,BalancerLabs,,,,balancer-v2,1104551880.3209684,-0.02709632959930275,2.813474888270548,6.65112533625593,
217,Connext,0xfe67a4450907459c3e1fff623aa927dd4e28c67a,NEXT,https://connext.network/,"Fast, non-custodial L1-L2 and cross-L2 communication.
",https://icons.llama.fi/connext.png,2,connext,27976,Cross Chain,"Ethereum, Arbitrum, Linea, Optimism, Polygon, xDai, Mode, Binance, Metis, Base, Moonriver, Fantom, Moonbeam, Fuse, Cronos, Milkomeda, Boba, Evmos, Harmony, Avalanche",connext/index.js,ConnextNetwork,,,,connext,970092021.3632364,-0.7306831397158504,3.5263217875973965,15.854046777967994,23571340.396139313
114,Compound V2,0xc00e94cb662c3520282e6f5717214004a7f26888,COMP,https://compound.finance,"Compound is an algorithmic, autonomous interest rate protocol built for developers, to unlock a universe of open financial applications.",https://icons.llama.fi/compound.png,2,,,Lending,Ethereum,compound-onchain/index.js,compoundfinance,,Chainlink,,compound-v2,905427576.3438734,-0.25426122280539687,1.0698232416221032,-1.855126425990946,
484,Marinade Liquid Staking,solana:MNDEFzGvMt87ueuHvVU9VcTqsAP5b3fTGPsHuuPA5ey,MNDE,https://marinade.finance,The easiest way to stake Solana - liquid staking,https://icons.llama.fi/marinade-finance.jpg,2,,,Liquid Staking,Solana,marinade.js,MarinadeFinance,,,,marinade-liquid-staking,838519493.0845519,-1.194344514235695,-2.859433269071218,-9.236802837305206,
270,Liquity,0x6DEA81C8171D0bA574754EF6F8b412F2Ed88c54D,LQTY,https://www.liquity.org/,Liquity is a decentralized borrowing protocol that allows you to draw 0% interest loans against Ether used as collateral.,https://icons.llama.fi/liquity.jpg,2,liquity,7429,CDP,Ethereum,liquity/index.js,LiquityProtocol,,Chainlink,,liquity,728289825.8695285,-0.6451111946811778,1.9733894768648952,4.437707917644374,107318014.32948223
3450,Aerodrome V1,base:0x940181a94A35A4569E4529A3CDfB74e38FD98631,AERO,https://aerodrome.finance/,A central trading and liquidity marketplace on Base.,https://icons.llama.fi/aerodrome.png,3,,,Dexes,Base,aerodrome/index.js,aerodromefi,Solidly,,1693274059,aerodrome-v1,704878969.3920337,-0.6398373843383354,1.1029959789431842,-9.223884594723557,
129,xDAI Stake Bridge,0x0Ae055097C6d159879521C384F1D2123D1f195e6,STAKE,https://xdaichain.com/ ,"The first-ever USD stable blockchain and multi-chain staking token.
",https://icons.llama.fi/xdai-stake.png,2,xdai-stake,5601,Chain,Ethereum,xdai/index.js,gnosischain,,,,xdai-stake-bridge,698196208.7949424,-0.3536073194739373,2.2021564808557486,-0.7851625646153906,284953.63821390097
3782,Mantle Bridge,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,MNT,https://bridge.mantle.xyz,Mantle Network is a Layer-2 (L2) scalability solution built on Ethereum which is the Layer-1 (L1).,https://icons.llama.fi/mantle-bridge.jpg,0,,,Chain,Ethereum,mantle/index.js,0xMantle,,,,mantle-bridge,695733798.0055189,-0.555330909222107,0.3990381384264765,0.06868420985112778,
3572,Solv Funds,0x256f2d67e52fe834726d2ddcd8413654f5eb8b53,SOLV,https://solv.finance/,"Solv Funds aim to bring best-in-class asset management to crypto investors through transparent and risk-managed funds. Through our risk management system and proprietary token standard (ERC-3525), Solv manages the risk for investors while providing access to real yield and high quality assets.",https://icons.llama.fi/solv-funds.png,2,,,Uncollateralized Lending,"Merlin, Arbitrum, Binance, Mantle, Ethereum, Polygon",solv-protocol-funds/index.js,SolvProtocol,,,1695959391,solv-funds,689881343.8342856,-0.24200432857853116,1.930210256997512,20.701832755338856,
115,Synthetix,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,SNX,https://synthetix.io,Synthetix is a derivatives liquidity protocol providing the backbone for derivatives trading in DeFi.,https://icons.llama.fi/synthetix.png,2,havven,2586,Synthetics,"Ethereum, Optimism",synthetix/index.js,synthetix_io,,,,synthetix,645289527.7626545,-0.38854156096103054,3.3604314795740606,-0.6987551003244477,971149767.6353388
214,Raydium,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,https://raydium.io,An on-chain order book AMM powering the evolution of DeFi.,https://icons.llama.fi/raydium.jpg,0,raydium,8526,Dexes,Solana,raydium.js,RaydiumProtocol,,,,raydium,631208290.6442611,,,,415844097.2500158
1044,Stader,0x30d20208d987713f46dfd34ef128bb16c404d10f,SD,https://staderlabs.com,Stader offers the most convenient & safest way to maximize your returns on staking.,https://icons.llama.fi/stader.jpg,2,stader,12623,Liquid Staking,"Ethereum, Hedera, Binance, Near, Terra2, Fantom",stader/index.js,staderlabs,,,1639811716,stader,592811586.8885832,-0.48588825354767096,1.298860770973846,5.429068860333857,28241899.850064978
1918,Aura,0xc0c293ce456ff0ed870add98a0828dd4d2903dbf,AURA,https://aura.finance,Aura Finance is a protocol built on top of the Balancer system to provide maximum incentives to Balancer liquidity providers and BAL stakers (into veBAL) through social aggregation of BAL deposits and Aura's native token.,https://icons.llama.fi/aura.png,2,aura-finance,21532,Yield,"Ethereum, Arbitrum, xDai, Optimism, Polygon, Base, Avalanche, Polygon zkEVM",aura-finance/index.js,aurafinance,,,1658511775,aura,571829863.4449078,-0.02406767473304683,2.5738139864615732,2.6081578502035256,32016218.738230042
3783,Metis Bridge,0x9e32b13ce7f2e80a01932b42553652e053d6ed8e,METIS,https://bridge.metis.io/home,Bridge between Metis and Ethereum,https://icons.llama.fi/metis-bridge.jpg,0,,,Chain,Ethereum,metis/index.js,MetisDAO,,,,metis-bridge,568760653.0728555,-0.9681468873500734,6.81416217717053,3.0193642250600448,
3193,stUSDT,tron:TThzxNRLrW2Brp9DcTQU8i4Wd9udCWEdZ3,STUSDT,https://stusdt.io/#/home,"Shape, expand, and enjoy the future of real-world assets tokenization on TRON.",https://icons.llama.fi/stusdt.jpg,0,staked-usdt,,RWA,"Tron, Ethereum",stUSDT/index.js,stusdt,,,1688472910,stusdt,552273532.50348,-0.005601966290157634,-0.018842347909568957,-10.698158108410865,0
3672,Marinade Native,solana:MNDEFzGvMt87ueuHvVU9VcTqsAP5b3fTGPsHuuPA5ey,MNDE,https://marinade.finance/app/,"Marinade Native is a fee-free, smart contract-independent staking alternative on Solana that allows users to maintain custody of their SOL",https://icons.llama.fi/marinade-finance.jpg,0,,,Staking Pool,Solana,marinade-native/index.js,MarinadeFinance,,,1697846552,marinade-native,551195559.3238782,-0.2728376770822081,0.09566067237611264,-10.891724272488105,
148,Tornado Cash,0x77777feddddffc19ff86db637967013e6c6a116c,TORN,https://tornado.cash/,Non-custodial anonymous transactions on Ethereum.,https://icons.llama.fi/tornado-cash.jpg,2,tornado-cash,8049,Privacy,"Ethereum, Binance, Arbitrum, Polygon, Avalanche, xDai, Optimism",tornado/index.js,TornadoCash,,,,tornado-cash,486519998.0654376,-0.4168765519610105,1.9634334277273098,4.743487364213436,10761614.403918713
1765,UNCX Network V2,0xadb2437e6f65682b85f814fbc12fec0508a7b1d0,UNCX,https://unicrypt.network,"UNCX Network is a one-stop shop with providing its customers with everything they need to launch and maintain a sustainable and secure protocol. Create your token, secure your LP with our liquidity lockers, vest your supply according to your tokenomics and create farming/staking incentives with customisable rewards.",https://icons.llama.fi/uncx-network-v2.png,2,,,Launchpad,"Ethereum, Binance, Polygon, Arbitrum, Avalanche, xDai",unicrypt/api.js,UNCX_token,,,1652762212,uncx-network-v2,478508444.3871603,-1.048341546115097,2.0472801546020207,0.5611897253191955,
2769,PancakeSwap AMM V3,bsc:0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,CAKE,https://pancakeswap.finance/swap,PancakeSwap V3: A More Efficient and User-Friendly DEX on BNB Chain,https://icons.llama.fi/pancakeswap-amm-v3.jpg,0,,,Dexes,"Binance, Ethereum, Arbitrum, zkSync Era, Base, Linea, Polygon zkEVM",pancakeswap-v3/index.js,PancakeSwap,Uniswap V3,,1680561479,pancakeswap-amm-v3,477994976.8878199,-0.031404304748051004,0.2530756021298828,-66.65878315819944,
