date,open,high,low,close
2023-11-18 04:00:00,0.00042272,0.0004228,0.00042245,0.00042245
2023-11-18 08:00:00,0.00042373,0.00042427,0.00042237,0.00042237
2023-11-18 12:00:00,0.0004221,0.00042759,0.0004221,0.000424
2023-11-18 16:00:00,0.00042221,0.00042992,0.00042221,0.00042992
2023-11-18 20:00:00,0.00042892,0.00042892,0.00042259,0.00042259
2023-11-19 00:00:00,0.00042453,0.00042601,0.00042305,0.00042601
2023-11-19 04:00:00,0.00042644,0.00042833,0.00042644,0.00042833
2023-11-19 08:00:00,0.0004274,0.00042824,0.00042688,0.00042824
2023-11-19 12:00:00,0.0004281,0.00042966,0.00042584,0.0004264
2023-11-19 16:00:00,0.00042459,0.00042794,0.000423,0.00042794
2023-11-19 20:00:00,0.00042658,0.00043603,0.00042658,0.00043603
2023-11-20 00:00:00,0.00043421,0.00043421,0.0004312,0.00043256
2023-11-20 04:00:00,0.00043188,0.00043304,0.00043168,0.00043173
2023-11-20 08:00:00,0.00043138,0.00043138,0.00042967,0.00042967
2023-11-20 12:00:00,0.00042749,0.00042749,0.00041724,0.00041724
2023-11-20 16:00:00,0.00041723,0.00041723,0.00041467,0.00041467
2023-11-20 20:00:00,0.00041473,0.0004156,0.00041463,0.00041463
2023-11-21 00:00:00,0.00041538,0.00041538,0.0004146,0.0004146
2023-11-21 04:00:00,0.00041519,0.00042101,0.00041519,0.00042012
2023-11-21 08:00:00,0.00041916,0.00041916,0.00041363,0.00041363
2023-11-21 12:00:00,0.00041307,0.00041307,0.00041161,0.00041203
2023-11-21 16:00:00,0.00040958,0.00041034,0.00040853,0.00040853
2023-11-21 20:00:00,0.00040515,0.00040607,0.0004018,0.0004018
2023-11-22 00:00:00,0.00040215,0.00040375,0.0004006,0.0004006
2023-11-22 04:00:00,0.00040049,0.00040049,0.00039915,0.0004004
2023-11-22 08:00:00,0.00040145,0.00040182,0.00040082,0.00040154
2023-11-22 12:00:00,0.00040206,0.00040277,0.00040078,0.00040277
2023-11-22 16:00:00,0.00040131,0.00040225,0.00040006,0.00040225
2023-11-22 20:00:00,0.0004161,0.0004161,0.00040833,0.00040966
2023-11-23 00:00:00,0.00039149,0.00039877,0.00039149,0.00039452
2023-11-23 04:00:00,0.00039735,0.00042864,0.00039735,0.00040719
2023-11-23 08:00:00,0.00040748,0.00040748,0.00040616,0.00040616
2023-11-23 12:00:00,0.00040912,0.00040912,0.00040772,0.00040865
2023-11-23 16:00:00,0.00041196,0.00041196,0.00040781,0.00040783
2023-11-23 20:00:00,0.00040808,0.00041068,0.00040765,0.00041068
2023-11-24 00:00:00,0.00041238,0.00041238,0.00040803,0.00040803
2023-11-24 04:00:00,0.00040804,0.00040928,0.00040597,0.00040832
2023-11-24 08:00:00,0.00040991,0.00040991,0.00040842,0.0004095
2023-11-24 12:00:00,0.00040794,0.00040864,0.00040734,0.00040864
2023-11-24 16:00:00,0.00040707,0.00040803,0.00040496,0.00040803
2023-11-24 20:00:00,0.00040529,0.00040529,0.00040367,0.00040367
2023-11-25 00:00:00,0.00040452,0.00040459,0.00040386,0.00040459
2023-11-25 04:00:00,0.00040486,0.00040544,0.0004039,0.00040544
2023-11-25 08:00:00,0.00040464,0.00040464,0.00040289,0.00040289
2023-11-25 12:00:00,0.00040431,0.00040533,0.00040357,0.00040533
2023-11-25 16:00:00,0.00040493,0.00040806,0.00040297,0.00040806
2023-11-25 20:00:00,0.00040551,0.00040698,0.00040443,0.00040443
2023-11-26 00:00:00,0.00040419,0.00040419,0.00040146,0.00040387
2023-11-26 04:00:00,0.00040536,0.00040778,0.00040484,0.00040699
2023-11-26 08:00:00,0.00040735,0.00040735,0.0004058,0.0004058
2023-11-26 12:00:00,0.00040616,0.00040616,0.00040293,0.00040308
2023-11-26 16:00:00,0.00040355,0.00040469,0.00040355,0.00040464
2023-11-26 20:00:00,0.000404,0.00040411,0.00040098,0.00040157
2023-11-27 00:00:00,0.00040198,0.00040381,0.00040037,0.00040037
2023-11-27 04:00:00,0.00038121,0.00039812,0.00038052,0.00039812
2023-11-27 08:00:00,0.00039905,0.00039905,0.00039592,0.00039592
2023-11-27 12:00:00,0.00039677,0.00039714,0.00039538,0.00039538
2023-11-27 16:00:00,0.00039764,0.00039868,0.00039746,0.00039746
2023-11-27 20:00:00,0.0003917,0.00039364,0.0003917,0.00039364
2023-11-28 00:00:00,0.00039317,0.00039317,0.00039096,0.00039096
2023-11-28 04:00:00,0.00039153,0.00039153,0.00038939,0.00038939
2023-11-28 08:00:00,0.00039114,0.00039175,0.00039108,0.00039115
