date,open,high,low,close
2023-11-18 04:00:00,0.01468143,0.01483086,0.01466532,0.01483086
2023-11-18 08:00:00,0.01466162,0.01466162,0.01423849,0.01424155
2023-11-18 12:00:00,0.01410812,0.01468155,0.01410812,0.0145476
2023-11-18 16:00:00,0.01436778,0.01446065,0.01428189,0.01446065
2023-11-18 20:00:00,0.01452435,0.01470079,0.01452435,0.01467112
2023-11-19 00:00:00,0.01496701,0.01496701,0.0142477,0.01441472
2023-11-19 04:00:00,0.01430681,0.01441683,0.01428232,0.01441683
2023-11-19 08:00:00,0.01441567,0.01460163,0.01441567,0.01460163
2023-11-19 12:00:00,0.01457971,0.01463851,0.01437767,0.01463851
2023-11-19 16:00:00,0.01433742,0.016017,0.01433742,0.016017
2023-11-19 20:00:00,0.01580616,0.01616536,0.01580616,0.01616536
2023-11-20 00:00:00,0.01610958,0.01684513,0.01610958,0.01684513
2023-11-20 04:00:00,0.01675347,0.01677232,0.01669746,0.01669746
2023-11-20 08:00:00,0.01848901,0.01848901,0.01738464,0.01738464
2023-11-20 12:00:00,0.01742974,0.01826907,0.01742974,0.01826907
2023-11-20 16:00:00,0.01837687,0.01837687,0.01786636,0.01811437
2023-11-20 20:00:00,0.01824388,0.01824388,0.01767545,0.01788847
2023-11-21 00:00:00,0.01786354,0.01786354,0.0176725,0.01780862
2023-11-21 04:00:00,0.01758732,0.01774907,0.01758732,0.01761056
2023-11-21 08:00:00,0.01744266,0.01780248,0.01735106,0.01780248
2023-11-21 12:00:00,0.01787032,0.01787032,0.01674596,0.01674596
2023-11-21 16:00:00,0.01566058,0.01566058,0.01511586,0.01513791
2023-11-21 20:00:00,0.01518402,0.01545059,0.01476516,0.01476516
2023-11-22 00:00:00,0.01509673,0.01509673,0.01462305,0.01462305
2023-11-22 04:00:00,0.01455835,0.01497082,0.01455835,0.01497082
2023-11-22 08:00:00,0.01513339,0.01609096,0.01513339,0.01609096
2023-11-22 12:00:00,0.0158692,0.0158692,0.01581335,0.01583533
2023-11-22 16:00:00,0.01614205,0.01663675,0.01614205,0.01663675
2023-11-22 20:00:00,0.01645708,0.01682768,0.01614479,0.01682768
2023-11-23 00:00:00,0.01636806,0.01650719,0.01609401,0.016196
2023-11-23 04:00:00,0.01596745,0.01642795,0.01595256,0.01625601
2023-11-23 08:00:00,0.01608047,0.01608047,0.01588003,0.01588003
2023-11-23 12:00:00,0.01574139,0.01574139,0.01497027,0.01544794
2023-11-23 16:00:00,0.01543816,0.01543816,0.01494968,0.01512103
2023-11-23 20:00:00,0.01506792,0.01507078,0.01498424,0.01498424
2023-11-24 00:00:00,0.01492226,0.01496465,0.01492226,0.01496073
2023-11-24 04:00:00,0.01475632,0.01482421,0.01472609,0.01479704
2023-11-24 08:00:00,0.01487792,0.01507223,0.01482638,0.01507223
2023-11-24 12:00:00,0.0149388,0.01572869,0.0149388,0.0157276
2023-11-24 16:00:00,0.01539032,0.01559209,0.01515437,0.01515437
2023-11-24 20:00:00,0.0150198,0.0150198,0.01492543,0.01492543
2023-11-25 00:00:00,0.01488797,0.01494282,0.01483599,0.01483599
2023-11-25 04:00:00,0.01493371,0.01493371,0.01486721,0.01490582
2023-11-25 08:00:00,0.0149881,0.01544474,0.0149881,0.01544474
2023-11-25 12:00:00,0.01521017,0.01521017,0.01482928,0.01493207
2023-11-25 16:00:00,0.01491299,0.01495667,0.01477597,0.01477597
2023-11-25 20:00:00,0.01477472,0.01519334,0.01466329,0.01519334
2023-11-26 00:00:00,0.01502183,0.01502183,0.01441167,0.01457321
2023-11-26 04:00:00,0.01461839,0.01472336,0.01447856,0.01447856
2023-11-26 08:00:00,0.01466269,0.0147364,0.01466269,0.0147364
2023-11-26 12:00:00,0.01482727,0.01482727,0.01464822,0.01464994
2023-11-26 16:00:00,0.01491398,0.01491398,0.01461881,0.01461881
2023-11-26 20:00:00,0.01454671,0.01529398,0.01442542,0.01526843
2023-11-27 00:00:00,0.01508851,0.01589334,0.01508851,0.01579905
2023-11-27 04:00:00,0.01594409,0.01594409,0.01577536,0.01587267
2023-11-27 08:00:00,0.01586469,0.01602812,0.01582936,0.01594591
2023-11-27 12:00:00,0.01594169,0.01594169,0.01515748,0.01515748
2023-11-27 16:00:00,0.01510815,0.01510815,0.01475853,0.01484071
2023-11-27 20:00:00,0.01471602,0.01506772,0.01456542,0.01506772
2023-11-28 00:00:00,0.0151248,0.0151248,0.01443242,0.01447742
2023-11-28 04:00:00,0.0144081,0.0144081,0.01410724,0.01410724
2023-11-28 08:00:00,0.014325,0.01442273,0.014325,0.01442273
2023-11-28 12:00:00,0.01420694,0.01463472,0.01420694,0.01463472
2023-11-28 16:00:00,0.01452877,0.01468236,0.01452877,0.01468236
2023-11-28 20:00:00,0.01473804,0.01473804,0.01436355,0.01436355
2023-11-29 00:00:00,0.01430125,0.01494318,0.01430125,0.01494318
2023-11-29 04:00:00,0.01547884,0.01547884,0.01514459,0.01514459
2023-11-29 08:00:00,0.01507387,0.01507387,0.01485603,0.01498174
2023-11-29 12:00:00,0.01513798,0.01513798,0.01456056,0.01456056
2023-11-29 16:00:00,0.01457835,0.01457835,0.01408478,0.01408478
2023-11-29 20:00:00,0.01398737,0.01417925,0.01377664,0.01377664
2023-11-30 00:00:00,0.01381683,0.01381683,0.01333914,0.01364072
2023-11-30 04:00:00,0.01372103,0.01389314,0.01372103,0.01389314
2023-11-30 08:00:00,0.01376875,0.01398408,0.01376875,0.0137965
2023-11-30 12:00:00,0.01367961,0.01388583,0.0135947,0.01388583
2023-11-30 16:00:00,0.0145412,0.0145412,0.01441138,0.01441138
2023-11-30 20:00:00,0.01449831,0.01449831,0.01400184,0.01400184
2023-12-01 00:00:00,0.01409896,0.01409896,0.01366425,0.01366425
2023-12-01 04:00:00,0.01364478,0.01364478,0.01346014,0.01359113
2023-12-01 08:00:00,0.01358653,0.01388498,0.01358653,0.01382588
2023-12-01 12:00:00,0.0138369,0.01449052,0.0138369,0.01449052
2023-12-01 16:00:00,0.01457697,0.01463189,0.01436938,0.01463189
2023-12-01 20:00:00,0.01447544,0.01564787,0.01447544,0.01519844
2023-12-02 00:00:00,0.01559392,0.01559392,0.0153434,0.0153434
2023-12-02 04:00:00,0.01485501,0.01485501,0.0143612,0.0143612
2023-12-02 08:00:00,0.01433199,0.01443631,0.01433199,0.01443193
2023-12-02 12:00:00,0.01469262,0.01492198,0.01448231,0.01487035
2023-12-02 16:00:00,0.01489071,0.01505098,0.01454716,0.01454716
2023-12-02 20:00:00,0.01460863,0.01542689,0.01460863,0.01542689
2023-12-03 00:00:00,0.01547264,0.01577074,0.01536869,0.0154561
2023-12-03 04:00:00,0.01535612,0.01551976,0.01526667,0.01551976
2023-12-03 08:00:00,0.01522218,0.01529549,0.01492311,0.01492311
2023-12-03 12:00:00,0.01527052,0.01527052,0.01485262,0.01492424
2023-12-03 16:00:00,0.01472485,0.0147315,0.01429309,0.01429309
