date,open,high,low,close
2023-11-18 00:00:00,3.83762e-10,3.83762e-10,3.83762e-10,3.83762e-10
2023-11-18 04:00:00,3.83067e-10,3.89397e-10,3.83067e-10,3.86129e-10
2023-11-18 08:00:00,3.84032e-10,3.87113e-10,3.83146e-10,3.84178e-10
2023-11-18 12:00:00,3.85182e-10,3.86243e-10,3.84122e-10,3.85162e-10
2023-11-18 16:00:00,3.82104e-10,3.85084e-10,3.82104e-10,3.85084e-10
2023-11-18 20:00:00,3.84127e-10,3.87205e-10,3.84127e-10,3.87205e-10
2023-11-19 00:00:00,3.85238e-10,3.88293e-10,3.77242e-10,3.88293e-10
2023-11-19 04:00:00,3.74289e-10,3.76272e-10,3.74109e-10,3.75263e-10
2023-11-19 08:00:00,3.74159e-10,3.75111e-10,3.74159e-10,3.74244e-10
2023-11-19 12:00:00,3.74109e-10,3.76388e-10,3.74109e-10,3.76388e-10
2023-11-19 16:00:00,3.74977e-10,3.76136e-10,3.74977e-10,3.75351e-10
2023-11-19 20:00:00,3.75402e-10,3.75402e-10,3.74964e-10,3.74964e-10
2023-11-20 00:00:00,3.75234e-10,3.76141e-10,3.75163e-10,3.76141e-10
2023-11-20 04:00:00,3.75325e-10,3.76041e-10,3.75133e-10,3.75133e-10
2023-11-20 08:00:00,3.78245e-10,3.78245e-10,3.74201e-10,3.74201e-10
2023-11-20 12:00:00,3.74166e-10,3.74229e-10,3.7405e-10,3.7405e-10
2023-11-20 16:00:00,3.74479e-10,3.76266e-10,3.74201e-10,3.74295e-10
2023-11-20 20:00:00,3.76256e-10,3.77205e-10,3.74351e-10,3.77205e-10
2023-11-21 00:00:00,3.76258e-10,3.76709e-10,3.75375e-10,3.76709e-10
2023-11-21 04:00:00,3.76195e-10,3.76276e-10,3.75179e-10,3.76276e-10
2023-11-21 08:00:00,3.75239e-10,3.7533e-10,3.74176e-10,3.74176e-10
2023-11-21 12:00:00,3.74113e-10,3.78175e-10,3.74113e-10,3.76082e-10
2023-11-21 16:00:00,3.74975e-10,3.76025e-10,3.74975e-10,3.75046e-10
2023-11-21 20:00:00,3.74437e-10,3.74477e-10,3.73557e-10,3.73799e-10
2023-11-22 00:00:00,3.75335e-10,3.75414e-10,3.74197e-10,3.74888e-10
2023-11-22 04:00:00,3.74302e-10,3.75035e-10,3.74302e-10,3.74996e-10
2023-11-22 08:00:00,3.73044e-10,3.75203e-10,3.72334e-10,3.73994e-10
2023-11-22 12:00:00,3.74113e-10,3.75195e-10,3.73979e-10,3.75195e-10
2023-11-22 16:00:00,3.74092e-10,3.74092e-10,3.72909e-10,3.73753e-10
2023-11-22 20:00:00,3.74906e-10,3.75015e-10,3.74036e-10,3.75015e-10
2023-11-23 00:00:00,3.74863e-10,3.7542e-10,3.73961e-10,3.7542e-10
2023-11-23 04:00:00,3.74824e-10,3.7617e-10,3.7215e-10,3.75153e-10
2023-11-23 08:00:00,3.74962e-10,3.75071e-10,3.72015e-10,3.75071e-10
2023-11-23 12:00:00,3.77097e-10,3.77097e-10,3.73916e-10,3.74036e-10
2023-11-23 16:00:00,3.74053e-10,3.75281e-10,3.73958e-10,3.73958e-10
2023-11-23 20:00:00,3.74053e-10,3.74087e-10,3.73903e-10,3.73903e-10
2023-11-24 00:00:00,3.73976e-10,3.74104e-10,3.73976e-10,3.74104e-10
2023-11-24 04:00:00,3.74164e-10,3.75295e-10,3.74164e-10,3.74961e-10
2023-11-24 08:00:00,3.74045e-10,3.78022e-10,3.74045e-10,3.77113e-10
2023-11-24 12:00:00,3.76057e-10,3.76959e-10,3.76057e-10,3.76907e-10
2023-11-24 16:00:00,3.76894e-10,3.77378e-10,3.75929e-10,3.75929e-10
2023-11-24 20:00:00,3.76725e-10,3.78144e-10,3.76725e-10,3.7729e-10
2023-11-25 00:00:00,3.77206e-10,3.80459e-10,3.77052e-10,3.80459e-10
2023-11-25 04:00:00,3.79124e-10,3.81219e-10,3.79124e-10,3.81219e-10
2023-11-25 08:00:00,3.802e-10,3.83185e-10,3.7928e-10,3.83185e-10
2023-11-25 12:00:00,3.82216e-10,3.852e-10,3.82192e-10,3.85093e-10
2023-11-25 16:00:00,3.8222e-10,3.87156e-10,3.82101e-10,3.82101e-10
2023-11-25 20:00:00,3.82217e-10,3.82217e-10,3.74167e-10,3.75226e-10
2023-11-26 00:00:00,3.74275e-10,3.76251e-10,3.74172e-10,3.74241e-10
2023-11-26 04:00:00,3.7424e-10,3.75115e-10,3.74087e-10,3.75079e-10
2023-11-26 08:00:00,3.74255e-10,3.76098e-10,3.73205e-10,3.75084e-10
2023-11-26 12:00:00,3.74154e-10,3.74206e-10,3.7321e-10,3.74206e-10
2023-11-26 16:00:00,3.75081e-10,3.75081e-10,3.74212e-10,3.75048e-10
2023-11-26 20:00:00,3.7389e-10,3.7513e-10,3.7389e-10,3.7409e-10
2023-11-27 00:00:00,3.73985e-10,3.76023e-10,3.73985e-10,3.75272e-10
2023-11-27 04:00:00,3.75074e-10,3.75303e-10,3.75032e-10,3.75303e-10
2023-11-27 08:00:00,3.7516e-10,3.75291e-10,3.74121e-10,3.74877e-10
2023-11-27 12:00:00,3.74993e-10,3.75055e-10,3.74873e-10,3.74873e-10
