date,open,high,low,close
2023-12-14 12:00:00,0.0622,0.0622,0.04566858,0.04722855
2023-12-14 16:00:00,0.050667,0.061374,0.04834484,0.04834484
2023-12-14 20:00:00,0.04056481,0.052189,0.02854773,0.02854773
2023-12-15 00:00:00,0.03534059,0.03534059,0.0267482,0.03486758
2023-12-15 04:00:00,0.04066012,0.04066012,0.02017998,0.02017998
2023-12-15 08:00:00,0.02146749,0.02726187,0.02129931,0.02726187
2023-12-15 12:00:00,0.02632518,0.0283569,0.02416827,0.0283569
2023-12-15 16:00:00,0.03164314,0.03164314,0.02281287,0.02714974
2023-12-15 20:00:00,0.03005263,0.04874964,0.03005263,0.04785496
2023-12-16 00:00:00,0.02247055,0.0389719,0.02208315,0.0324517
2023-12-16 04:00:00,0.03631555,0.055088,0.03631555,0.0427482
2023-12-16 08:00:00,0.04453793,0.04453793,0.03090058,0.03538571
2023-12-16 12:00:00,0.03462136,0.050309,0.03135122,0.050309
2023-12-16 16:00:00,0.050522,0.050522,0.0396205,0.0396205
2023-12-16 20:00:00,0.03700188,0.03700188,0.02930153,0.02930153
2023-12-17 00:00:00,0.0347107,0.03655091,0.0347107,0.03655091
2023-12-17 04:00:00,0.03340967,0.03340967,0.0237088,0.02470094
2023-12-17 08:00:00,0.02216516,0.02216516,0.01806731,0.01995511
2023-12-17 12:00:00,0.02243792,0.02534351,0.02243792,0.02529383
2023-12-17 16:00:00,0.02533895,0.02533895,0.02012479,0.02012479
2023-12-17 20:00:00,0.0198982,0.0198982,0.01558037,0.01836309
2023-12-18 00:00:00,0.01886264,0.02077973,0.01886264,0.02071257
