date,open,high,low,close
2023-11-18 04:00:00,0.180405,0.180405,0.180121,0.180121
2023-11-18 08:00:00,0.178834,0.179986,0.178834,0.179903
2023-11-18 12:00:00,0.180271,0.180271,0.179807,0.179847
2023-11-18 16:00:00,0.179817,0.180058,0.179568,0.179668
2023-11-18 20:00:00,0.180067,0.181097,0.180067,0.181097
2023-11-19 00:00:00,0.18081,0.184363,0.18081,0.184363
2023-11-19 04:00:00,0.183521,0.184442,0.183521,0.184085
2023-11-19 08:00:00,0.183885,0.184568,0.183885,0.184336
2023-11-19 12:00:00,0.183916,0.184336,0.183916,0.184336
2023-11-19 16:00:00,0.183771,0.183937,0.183651,0.183937
2023-11-19 20:00:00,0.183996,0.185159,0.183996,0.185159
2023-11-20 00:00:00,0.184932,0.185086,0.184694,0.184694
2023-11-20 04:00:00,0.184901,0.185529,0.184901,0.185529
2023-11-20 08:00:00,0.185538,0.185848,0.185538,0.185635
2023-11-20 12:00:00,0.185812,0.186741,0.185511,0.186741
2023-11-20 16:00:00,0.186832,0.187144,0.186832,0.187144
2023-11-20 20:00:00,0.187715,0.188594,0.187715,0.188585
2023-11-21 00:00:00,0.188376,0.188608,0.188005,0.188608
2023-11-21 04:00:00,0.188547,0.190793,0.188547,0.190741
2023-11-21 08:00:00,0.190913,0.191697,0.190639,0.190639
2023-11-21 12:00:00,0.190218,0.190218,0.18919,0.189415
2023-11-21 16:00:00,0.189744,0.190246,0.188186,0.188186
2023-11-21 20:00:00,0.188219,0.18954,0.188219,0.188604
2023-11-22 00:00:00,0.188813,0.189657,0.188813,0.189657
2023-11-22 04:00:00,0.18902,0.18902,0.188641,0.189017
2023-11-22 08:00:00,0.189062,0.189705,0.188818,0.189705
2023-11-22 12:00:00,0.189552,0.191093,0.189552,0.190301
2023-11-22 16:00:00,0.189654,0.189654,0.188163,0.188163
2023-11-22 20:00:00,0.187713,0.188243,0.18665,0.188243
2023-11-23 00:00:00,0.189605,0.189605,0.188915,0.188915
2023-11-23 04:00:00,0.18969,0.190776,0.18969,0.190776
2023-11-23 08:00:00,0.191426,0.191426,0.188686,0.191099
2023-11-23 12:00:00,0.190477,0.19098,0.190477,0.190809
2023-11-23 16:00:00,0.190947,0.191557,0.190947,0.191323
2023-11-23 20:00:00,0.191441,0.193275,0.191441,0.193275
2023-11-24 00:00:00,0.193405,0.195666,0.193405,0.195666
2023-11-24 04:00:00,0.194413,0.196497,0.194413,0.196497
2023-11-24 08:00:00,0.197368,0.199113,0.196655,0.199113
2023-11-24 12:00:00,0.199305,0.199305,0.198655,0.198866
2023-11-24 16:00:00,0.198962,0.198962,0.196877,0.197183
2023-11-24 20:00:00,0.198279,0.198813,0.197575,0.197575
2023-11-25 00:00:00,0.198215,0.198215,0.194278,0.194278
2023-11-25 04:00:00,0.194667,0.197402,0.194667,0.197402
2023-11-25 08:00:00,0.197191,0.197191,0.194678,0.194678
2023-11-25 12:00:00,0.194604,0.196764,0.194604,0.196764
2023-11-25 16:00:00,0.197319,0.197319,0.193843,0.193843
2023-11-25 20:00:00,0.194783,0.195663,0.194557,0.195551
2023-11-26 00:00:00,0.19692,0.19692,0.194824,0.194824
2023-11-26 04:00:00,0.195475,0.195475,0.194051,0.19482
2023-11-26 08:00:00,0.194456,0.196795,0.194456,0.196795
2023-11-26 12:00:00,0.196839,0.197242,0.196839,0.197038
